segment_id,source_clip,t_start,t_end,duration_s,diel_bin,season,hour_sin,hour_cos,month_sin,month_cos
215474_clip020_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_215474/site_257_item_215474_clip_020.webm,56.517,66.734,10.217,morning,summer,0.866025,-0.5,0.5,0.866025
215474_clip020_s001,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_215474/site_257_item_215474_clip_020.webm,183.484,194.815,11.331,morning,summer,0.866025,-0.5,0.5,0.866025
215474_clip023_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_215474/site_257_item_215474_clip_023.webm,75.604,87.446,11.842,morning,summer,0.866025,-0.5,0.5,0.866025
215474_clip023_s001,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_215474/site_257_item_215474_clip_023.webm,97.245,107.903,10.658,morning,summer,0.866025,-0.5,0.5,0.866025
215474_clip024_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_215474/site_257_item_215474_clip_024.webm,266.333,281.333,15.0,morning,summer,0.866025,-0.5,0.5,0.866025
215684_clip017_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_215684/site_257_item_215684_clip_017.webm,65.178,78.135,12.957,morning,summer,0.866025,-0.5,0.5,0.866025
215688_clip004_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_215688/site_257_item_215688_clip_004.webm,248.825,260.807,11.981,afternoon,summer,-0.5,-0.866025,0.5,0.866025
215688_clip006_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_215688/site_257_item_215688_clip_006.webm,66.038,76.092,10.054,afternoon,summer,-0.5,-0.866025,0.5,0.866025
215688_clip006_s001,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_215688/site_257_item_215688_clip_006.webm,99.73,112.268,12.539,afternoon,summer,-0.5,-0.866025,0.5,0.866025
215688_clip007_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_215688/site_257_item_215688_clip_007.webm,191.866,209.212,17.345,afternoon,summer,-0.5,-0.866025,0.5,0.866025
215688_clip007_s001,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_215688/site_257_item_215688_clip_007.webm,229.39,239.746,10.356,afternoon,summer,-0.5,-0.866025,0.5,0.866025
215688_clip018_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_215688/site_257_item_215688_clip_018.webm,90.976,101.169,10.194,afternoon,summer,-0.5,-0.866025,0.5,0.866025
215689_clip017_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_215689/site_257_item_215689_clip_017.webm,134.954,145.868,10.913,night,summer,-0.5,0.866025,0.5,0.866025
215727_clip010_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_215727/site_257_item_215727_clip_010.webm,201.503,211.696,10.194,morning,summer,0.866025,-0.5,0.866025,0.5
215727_clip019_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_215727/site_257_item_215727_clip_019.webm,107.555,119.211,11.656,morning,summer,0.866025,-0.5,0.866025,0.5
215727_clip022_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_215727/site_257_item_215727_clip_022.webm,85.055,96.549,11.494,morning,summer,0.866025,-0.5,0.866025,0.5
215729_clip001_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_215729/site_257_item_215729_clip_001.webm,33.855,46.486,12.632,afternoon,summer,-0.5,-0.866025,0.866025,0.5
215729_clip001_s001,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_215729/site_257_item_215729_clip_001.webm,124.018,137.81,13.793,afternoon,summer,-0.5,-0.866025,0.866025,0.5
215729_clip003_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_215729/site_257_item_215729_clip_003.webm,67.338,85.96,18.622,afternoon,summer,-0.5,-0.866025,0.866025,0.5
215729_clip004_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_215729/site_257_item_215729_clip_004.webm,154.459,165.21,10.751,afternoon,summer,-0.5,-0.866025,0.866025,0.5
215729_clip012_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_215729/site_257_item_215729_clip_012.webm,31.649,43.189,11.54,afternoon,summer,-0.5,-0.866025,0.866025,0.5
215729_clip012_s001,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_215729/site_257_item_215729_clip_012.webm,87.771,99.219,11.447,afternoon,summer,-0.5,-0.866025,0.866025,0.5
215729_clip015_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_215729/site_257_item_215729_clip_015.webm,13.978,24.683,10.704,afternoon,summer,-0.5,-0.866025,0.866025,0.5
215729_clip017_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_215729/site_257_item_215729_clip_017.webm,92.183,106.324,14.141,afternoon,summer,-0.5,-0.866025,0.866025,0.5
215729_clip021_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_215729/site_257_item_215729_clip_021.webm,267.61,277.664,10.054,afternoon,summer,-0.5,-0.866025,0.866025,0.5
215730_clip003_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_215730/site_257_item_215730_clip_003.webm,37.5,49.296,11.796,dawn,summer,1.0,0.0,0.866025,0.5
215730_clip011_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_215730/site_257_item_215730_clip_011.webm,271.581,281.867,10.286,dawn,summer,1.0,0.0,0.866025,0.5
215730_clip020_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_215730/site_257_item_215730_clip_020.webm,187.733,200.319,12.585,dawn,summer,1.0,0.0,0.866025,0.5
215730_clip021_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_215730/site_257_item_215730_clip_021.webm,173.151,184.25,11.099,dawn,summer,1.0,0.0,0.866025,0.5
215898_clip020_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_215898/site_257_item_215898_clip_020.webm,192.145,203.059,10.913,morning,summer,0.866025,-0.5,0.866025,0.5
215898_clip021_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_215898/site_257_item_215898_clip_021.webm,20.805,30.859,10.054,morning,summer,0.866025,-0.5,0.866025,0.5
215903_clip005_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_215903/site_257_item_215903_clip_005.webm,13.653,26.192,12.539,dawn,summer,1.0,0.0,0.866025,0.5
215905_clip008_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_215905/site_257_item_215905_clip_008.webm,13.142,25.937,12.794,afternoon,summer,-0.5,-0.866025,0.866025,0.5
215905_clip015_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_215905/site_257_item_215905_clip_015.webm,230.667,241.65,10.983,afternoon,summer,-0.5,-0.866025,0.866025,0.5
215905_clip016_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_215905/site_257_item_215905_clip_016.webm,47.229,58.863,11.633,afternoon,summer,-0.5,-0.866025,0.866025,0.5
215905_clip016_s001,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_215905/site_257_item_215905_clip_016.webm,111.734,123.275,11.54,afternoon,summer,-0.5,-0.866025,0.866025,0.5
215905_clip016_s002,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_215905/site_257_item_215905_clip_016.webm,139.32,149.328,10.008,afternoon,summer,-0.5,-0.866025,0.866025,0.5
215905_clip024_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_215905/site_257_item_215905_clip_024.webm,37.663,50.202,12.539,afternoon,summer,-0.5,-0.866025,0.866025,0.5
216086_clip002_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_216086/site_257_item_216086_clip_002.webm,164.42,175.566,11.146,dawn,autumn,1.0,0.0,1.0,0.0
216086_clip003_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_216086/site_257_item_216086_clip_003.webm,80.086,91.765,11.68,dawn,autumn,1.0,0.0,1.0,0.0
216086_clip007_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_216086/site_257_item_216086_clip_007.webm,78.692,90.976,12.283,dawn,autumn,1.0,0.0,1.0,0.0
216086_clip011_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_216086/site_257_item_216086_clip_011.webm,145.984,157.663,11.68,dawn,autumn,1.0,0.0,1.0,0.0
216086_clip011_s001,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_216086/site_257_item_216086_clip_011.webm,202.292,214.715,12.423,dawn,autumn,1.0,0.0,1.0,0.0
216086_clip013_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_216086/site_257_item_216086_clip_013.webm,150.047,160.543,10.495,dawn,autumn,1.0,0.0,1.0,0.0
216086_clip014_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_216086/site_257_item_216086_clip_014.webm,117.098,130.728,13.63,dawn,autumn,1.0,0.0,1.0,0.0
216086_clip014_s001,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_216086/site_257_item_216086_clip_014.webm,172.896,188.012,15.116,dawn,autumn,1.0,0.0,1.0,0.0
216086_clip014_s002,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_216086/site_257_item_216086_clip_014.webm,249.266,260.528,11.262,dawn,autumn,1.0,0.0,1.0,0.0
216086_clip015_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_216086/site_257_item_216086_clip_015.webm,213.507,224.096,10.588,dawn,autumn,1.0,0.0,1.0,0.0
216086_clip016_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_216086/site_257_item_216086_clip_016.webm,58.189,73.561,15.372,dawn,autumn,1.0,0.0,1.0,0.0
216086_clip018_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_216086/site_257_item_216086_clip_018.webm,280.845,291.016,10.17,dawn,autumn,1.0,0.0,1.0,0.0
216086_clip020_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_216086/site_257_item_216086_clip_020.webm,211.998,222.726,10.728,dawn,autumn,1.0,0.0,1.0,0.0
216086_clip023_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_216086/site_257_item_216086_clip_023.webm,9.613,22.593,12.98,dawn,autumn,1.0,0.0,1.0,0.0
216086_clip024_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_216086/site_257_item_216086_clip_024.webm,152.95,163.701,10.751,dawn,autumn,1.0,0.0,1.0,0.0
216088_clip002_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_216088/site_257_item_216088_clip_002.webm,168.647,178.91,10.263,morning,autumn,0.866025,-0.5,1.0,0.0
216088_clip002_s001,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_216088/site_257_item_216088_clip_002.webm,208.353,218.732,10.379,morning,autumn,0.866025,-0.5,1.0,0.0
216088_clip003_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_216088/site_257_item_216088_clip_003.webm,207.261,219.707,12.446,morning,autumn,0.866025,-0.5,1.0,0.0
216088_clip005_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_216088/site_257_item_216088_clip_005.webm,10.008,20.225,10.217,morning,autumn,0.866025,-0.5,1.0,0.0
216088_clip007_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_216088/site_257_item_216088_clip_007.webm,215.504,226.186,10.681,morning,autumn,0.866025,-0.5,1.0,0.0
216088_clip013_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_216088/site_257_item_216088_clip_013.webm,215.133,226.162,11.029,morning,autumn,0.866025,-0.5,1.0,0.0
216088_clip014_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_216088/site_257_item_216088_clip_014.webm,126.758,137.718,10.96,morning,autumn,0.866025,-0.5,1.0,0.0
216088_clip015_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_216088/site_257_item_216088_clip_015.webm,200.876,211.836,10.96,morning,autumn,0.866025,-0.5,1.0,0.0
216088_clip015_s001,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_216088/site_257_item_216088_clip_015.webm,258.601,276.225,17.624,morning,autumn,0.866025,-0.5,1.0,0.0
216088_clip016_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_216088/site_257_item_216088_clip_016.webm,153.693,163.724,10.031,morning,autumn,0.866025,-0.5,1.0,0.0
216088_clip017_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_216088/site_257_item_216088_clip_017.webm,68.127,78.483,10.356,morning,autumn,0.866025,-0.5,1.0,0.0
216088_clip017_s001,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_216088/site_257_item_216088_clip_017.webm,224.816,237.354,12.539,morning,autumn,0.866025,-0.5,1.0,0.0
216088_clip019_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_216088/site_257_item_216088_clip_019.webm,143.755,157.872,14.118,morning,autumn,0.866025,-0.5,1.0,0.0
216088_clip023_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_216088/site_257_item_216088_clip_023.webm,12.423,23.406,10.983,morning,autumn,0.866025,-0.5,1.0,0.0
216088_clip024_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_216088/site_257_item_216088_clip_024.webm,68.801,81.688,12.887,morning,autumn,0.866025,-0.5,1.0,0.0
216095_clip001_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_216095/site_257_item_216095_clip_001.webm,231.596,248.686,17.09,afternoon,autumn,-0.5,-0.866025,1.0,0.0
216095_clip003_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_216095/site_257_item_216095_clip_003.webm,157.338,168.368,11.029,afternoon,autumn,-0.5,-0.866025,1.0,0.0
216095_clip004_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_216095/site_257_item_216095_clip_004.webm,143.569,155.04,11.471,afternoon,autumn,-0.5,-0.866025,1.0,0.0
216095_clip004_s001,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_216095/site_257_item_216095_clip_004.webm,218.802,237.865,19.064,afternoon,autumn,-0.5,-0.866025,1.0,0.0
216095_clip004_s002,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_216095/site_257_item_216095_clip_004.webm,254.56,267.564,13.003,afternoon,autumn,-0.5,-0.866025,1.0,0.0
216095_clip006_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_216095/site_257_item_216095_clip_006.webm,6.757,16.858,10.101,afternoon,autumn,-0.5,-0.866025,1.0,0.0
216095_clip006_s001,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_216095/site_257_item_216095_clip_006.webm,46.579,58.12,11.54,afternoon,autumn,-0.5,-0.866025,1.0,0.0
216095_clip007_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_216095/site_257_item_216095_clip_007.webm,95.434,107.903,12.469,afternoon,autumn,-0.5,-0.866025,1.0,0.0
216095_clip007_s001,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_216095/site_257_item_216095_clip_007.webm,143.337,154.204,10.867,afternoon,autumn,-0.5,-0.866025,1.0,0.0
216095_clip010_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_216095/site_257_item_216095_clip_010.webm,38.383,48.506,10.124,afternoon,autumn,-0.5,-0.866025,1.0,0.0
216095_clip010_s001,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_216095/site_257_item_216095_clip_010.webm,259.042,271.302,12.26,afternoon,autumn,-0.5,-0.866025,1.0,0.0
216095_clip011_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_216095/site_257_item_216095_clip_011.webm,132.679,145.38,12.701,afternoon,autumn,-0.5,-0.866025,1.0,0.0
216095_clip011_s001,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_216095/site_257_item_216095_clip_011.webm,170.365,186.085,15.72,afternoon,autumn,-0.5,-0.866025,1.0,0.0
216095_clip012_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_216095/site_257_item_216095_clip_012.webm,208.98,225.117,16.138,afternoon,autumn,-0.5,-0.866025,1.0,0.0
216095_clip013_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_216095/site_257_item_216095_clip_013.webm,268.841,279.475,10.635,afternoon,autumn,-0.5,-0.866025,1.0,0.0
216095_clip015_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_216095/site_257_item_216095_clip_015.webm,228.67,240.768,12.098,afternoon,autumn,-0.5,-0.866025,1.0,0.0
216095_clip016_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_216095/site_257_item_216095_clip_016.webm,103.863,116.448,12.585,afternoon,autumn,-0.5,-0.866025,1.0,0.0
216095_clip016_s001,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_216095/site_257_item_216095_clip_016.webm,173.082,184.366,11.285,afternoon,autumn,-0.5,-0.866025,1.0,0.0
216095_clip016_s002,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_216095/site_257_item_216095_clip_016.webm,223.422,235.961,12.539,afternoon,autumn,-0.5,-0.866025,1.0,0.0
216095_clip016_s003,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_216095/site_257_item_216095_clip_016.webm,278.361,289.228,10.867,afternoon,autumn,-0.5,-0.866025,1.0,0.0
216095_clip017_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_216095/site_257_item_216095_clip_017.webm,125.457,136.905,11.447,afternoon,autumn,-0.5,-0.866025,1.0,0.0
216095_clip019_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_216095/site_257_item_216095_clip_019.webm,52.198,66.293,14.095,afternoon,autumn,-0.5,-0.866025,1.0,0.0
216095_clip019_s001,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_216095/site_257_item_216095_clip_019.webm,189.823,202.408,12.585,afternoon,autumn,-0.5,-0.866025,1.0,0.0
216096_clip013_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_216096/site_257_item_216096_clip_013.webm,94.203,107.648,13.444,night,autumn,-0.5,0.866025,1.0,0.0
216301_clip012_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_216301/site_257_item_216301_clip_012.webm,197.648,207.656,10.008,afternoon,autumn,-0.5,-0.866025,1.0,0.0
216301_clip015_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_216301/site_257_item_216301_clip_015.webm,23.15,34.342,11.192,afternoon,autumn,-0.5,-0.866025,1.0,0.0
216464_clip021_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_216464/site_257_item_216464_clip_021.webm,120.001,131.495,11.494,morning,autumn,0.866025,-0.5,0.866025,-0.5
216466_clip011_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_216466/site_257_item_216466_clip_011.webm,223.19,234.243,11.053,dawn,autumn,1.0,0.0,0.866025,-0.5
216466_clip014_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_216466/site_257_item_216466_clip_014.webm,270.118,282.285,12.167,dawn,autumn,1.0,0.0,0.866025,-0.5
216466_clip018_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_216466/site_257_item_216466_clip_018.webm,17.995,28.375,10.379,dawn,autumn,1.0,0.0,0.866025,-0.5
216466_clip020_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_216466/site_257_item_216466_clip_020.webm,176.541,187.176,10.635,dawn,autumn,1.0,0.0,0.866025,-0.5
216466_clip022_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_216466/site_257_item_216466_clip_022.webm,154.343,164.467,10.124,dawn,autumn,1.0,0.0,0.866025,-0.5
216470_clip010_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_216470/site_257_item_216470_clip_010.webm,230.133,240.675,10.542,afternoon,autumn,-0.5,-0.866025,0.866025,-0.5
216470_clip017_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_216470/site_257_item_216470_clip_017.webm,195.373,208.724,13.351,afternoon,autumn,-0.5,-0.866025,0.866025,-0.5
216470_clip017_s001,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_216470/site_257_item_216470_clip_017.webm,231.782,242.393,10.612,afternoon,autumn,-0.5,-0.866025,0.866025,-0.5
216470_clip018_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_216470/site_257_item_216470_clip_018.webm,239.537,251.774,12.237,afternoon,autumn,-0.5,-0.866025,0.866025,-0.5
216470_clip019_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_216470/site_257_item_216470_clip_019.webm,164.304,175.729,11.424,afternoon,autumn,-0.5,-0.866025,0.866025,-0.5
216470_clip020_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_216470/site_257_item_216470_clip_020.webm,162.633,173.894,11.262,afternoon,autumn,-0.5,-0.866025,0.866025,-0.5
216470_clip022_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_216470/site_257_item_216470_clip_022.webm,190.45,201.433,10.983,afternoon,autumn,-0.5,-0.866025,0.866025,-0.5
216473_clip006_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_216473/site_257_item_216473_clip_006.webm,133.445,143.708,10.263,night,autumn,-0.5,0.866025,0.866025,-0.5
216473_clip006_s001,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_216473/site_257_item_216473_clip_006.webm,251.24,262.989,11.749,night,autumn,-0.5,0.866025,0.866025,-0.5
216473_clip007_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_216473/site_257_item_216473_clip_007.webm,106.115,117.841,11.726,night,autumn,-0.5,0.866025,0.866025,-0.5
216473_clip007_s001,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_216473/site_257_item_216473_clip_007.webm,229.645,242.207,12.562,night,autumn,-0.5,0.866025,0.866025,-0.5
216473_clip009_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_216473/site_257_item_216473_clip_009.webm,148.793,160.357,11.564,night,autumn,-0.5,0.866025,0.866025,-0.5
216473_clip011_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_216473/site_257_item_216473_clip_011.webm,14.257,33.321,19.064,night,autumn,-0.5,0.866025,0.866025,-0.5
216473_clip011_s001,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_216473/site_257_item_216473_clip_011.webm,96.734,107.416,10.681,night,autumn,-0.5,0.866025,0.866025,-0.5
216473_clip012_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_216473/site_257_item_216473_clip_012.webm,8.777,21.2,12.423,night,autumn,-0.5,0.866025,0.866025,-0.5
216473_clip012_s001,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_216473/site_257_item_216473_clip_012.webm,44.513,57.214,12.701,night,autumn,-0.5,0.866025,0.866025,-0.5
216473_clip012_s002,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_216473/site_257_item_216473_clip_012.webm,106.858,117.377,10.519,night,autumn,-0.5,0.866025,0.866025,-0.5
216473_clip012_s003,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_216473/site_257_item_216473_clip_012.webm,165.883,184.436,18.553,night,autumn,-0.5,0.866025,0.866025,-0.5
216473_clip013_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_216473/site_257_item_216473_clip_013.webm,76.161,88.514,12.353,night,autumn,-0.5,0.866025,0.866025,-0.5
216473_clip013_s001,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_216473/site_257_item_216473_clip_013.webm,223.26,234.336,11.076,night,autumn,-0.5,0.866025,0.866025,-0.5
216473_clip015_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_216473/site_257_item_216473_clip_015.webm,0.139,14.28,14.141,night,autumn,-0.5,0.866025,0.866025,-0.5
216473_clip015_s001,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_216473/site_257_item_216473_clip_015.webm,34.435,47.067,12.632,night,autumn,-0.5,0.866025,0.866025,-0.5
216473_clip015_s002,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_216473/site_257_item_216473_clip_015.webm,131.68,142.71,11.029,night,autumn,-0.5,0.866025,0.866025,-0.5
216473_clip015_s003,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_216473/site_257_item_216473_clip_015.webm,222.331,237.749,15.418,night,autumn,-0.5,0.866025,0.866025,-0.5
216473_clip015_s004,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_216473/site_257_item_216473_clip_015.webm,251.82,262.873,11.053,night,autumn,-0.5,0.866025,0.866025,-0.5
216473_clip015_s005,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_216473/site_257_item_216473_clip_015.webm,273.183,285.768,12.585,night,autumn,-0.5,0.866025,0.866025,-0.5
216473_clip016_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_216473/site_257_item_216473_clip_016.webm,27.098,37.175,10.077,night,autumn,-0.5,0.866025,0.866025,-0.5
216473_clip016_s001,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_216473/site_257_item_216473_clip_016.webm,145.659,156.294,10.635,night,autumn,-0.5,0.866025,0.866025,-0.5
216473_clip016_s002,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_216473/site_257_item_216473_clip_016.webm,240.93,257.765,16.834,night,autumn,-0.5,0.866025,0.866025,-0.5
216473_clip017_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_216473/site_257_item_216473_clip_017.webm,92.787,107.114,14.327,night,autumn,-0.5,0.866025,0.866025,-0.5
216473_clip017_s001,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_216473/site_257_item_216473_clip_017.webm,207.656,218.5,10.844,night,autumn,-0.5,0.866025,0.866025,-0.5
216473_clip018_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_216473/site_257_item_216473_clip_018.webm,86.587,98.151,11.564,night,autumn,-0.5,0.866025,0.866025,-0.5
216473_clip018_s001,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_216473/site_257_item_216473_clip_018.webm,216.665,231.224,14.559,night,autumn,-0.5,0.866025,0.866025,-0.5
216473_clip019_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_216473/site_257_item_216473_clip_019.webm,139.529,151.51,11.981,night,autumn,-0.5,0.866025,0.866025,-0.5
216473_clip021_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_216473/site_257_item_216473_clip_021.webm,8.475,18.878,10.403,night,autumn,-0.5,0.866025,0.866025,-0.5
216473_clip021_s001,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_216473/site_257_item_216473_clip_021.webm,91.765,103.584,11.819,night,autumn,-0.5,0.866025,0.866025,-0.5
216473_clip021_s002,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_216473/site_257_item_216473_clip_021.webm,256.441,268.33,11.889,night,autumn,-0.5,0.866025,0.866025,-0.5
216473_clip022_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_216473/site_257_item_216473_clip_022.webm,160.775,172.315,11.54,night,autumn,-0.5,0.866025,0.866025,-0.5
216473_clip023_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_216473/site_257_item_216473_clip_023.webm,139.064,153.53,14.466,night,autumn,-0.5,0.866025,0.866025,-0.5
216473_clip023_s001,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_216473/site_257_item_216473_clip_023.webm,187.06,197.973,10.913,night,autumn,-0.5,0.866025,0.866025,-0.5
216473_clip024_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_216473/site_257_item_216473_clip_024.webm,57.516,68.151,10.635,night,autumn,-0.5,0.866025,0.866025,-0.5
